zone,city,area,village,village_code
10008-01,南投縣,名間鄉,濁水村,10008060004
65000-04,新北市,三重區,慈惠里,65000020100
10008-01,南投縣,名間鄉,炭寮村,10008060005
65000-04,新北市,三重區,慈愛里,65000020101
10008-01,南投縣,名間鄉,新民村,10008060006
65000-04,新北市,三重區,慈化里,65000020102
10008-01,南投縣,名間鄉,新街村,10008060007
10008-01,南投縣,名間鄉,南雅村,10008060001
10008-01,南投縣,名間鄉,中正村,10008060002
10014-02,臺東縣,延平鄉,桃源村,10014130005
10008-01,南投縣,名間鄉,中山村,10008060003
65000-04,新北市,三重區,富福里,65000020107
65000-04,新北市,三重區,碧華里,65000020108
65000-04,新北市,三重區,五谷里,65000020109
10014-02,臺東縣,延平鄉,武陵村,10014130001
65000-04,新北市,三重區,慈祐里,65000020103
10014-02,臺東縣,延平鄉,永康村,10014130002
65000-04,新北市,三重區,五華里,65000020104
10014-02,臺東縣,延平鄉,紅葉村,10014130003
65000-04,新北市,三重區,富貴里,65000020105
10014-02,臺東縣,延平鄉,鸞山村,10014130004
65000-04,新北市,三重區,富華里,65000020106
64000-01,高雄市,美濃區,瀰濃里,64000310014
64000-01,高雄市,美濃區,清水里,64000310015
64000-01,高雄市,美濃區,吉洋里,64000310016
64000-01,高雄市,美濃區,吉和里,64000310017
64000-01,高雄市,美濃區,興隆里,64000310010
64000-01,高雄市,美濃區,中圳里,64000310011
64000-01,高雄市,美濃區,東門里,64000310012
64000-01,高雄市,美濃區,泰安里,64000310013
64000-01,高雄市,美濃區,吉東里,64000310018
10009-02,雲林縣,斗南鎮,東仁里,10009020001
64000-01,高雄市,美濃區,廣林里,64000310019
10009-02,雲林縣,斗南鎮,西岐里,10009020002
10009-02,雲林縣,斗南鎮,林子里,10009020007
10009-02,雲林縣,斗南鎮,石龜里,10009020008
10009-02,雲林縣,斗南鎮,靖興里,10009020009
10009-02,雲林縣,斗南鎮,南昌里,10009020003
10009-02,雲林縣,斗南鎮,北銘里,10009020004
10009-02,雲林縣,斗南鎮,中天里,10009020005
10008-01,南投縣,名間鄉,埔中村,10008060019
10009-02,雲林縣,斗南鎮,舊社里,10009020006
64000-01,高雄市,美濃區,祿興里,64000310003
64000-01,高雄市,美濃區,中壇里,64000310004
64000-01,高雄市,美濃區,德興里,64000310005
64000-01,高雄市,美濃區,龍山里,64000310006
64000-01,高雄市,美濃區,福安里,64000310001
64000-01,高雄市,美濃區,合和里,64000310002
10008-01,南投縣,名間鄉,崁腳村,10008060020
10008-01,南投縣,名間鄉,新厝村,10008060021
64000-01,高雄市,美濃區,獅山里,64000310007
10017-07,基隆市,七堵區,瑪東里,10017020013
64000-01,高雄市,美濃區,龍肚里,64000310008
10017-07,基隆市,七堵區,瑪西里,10017020014
64000-01,高雄市,美濃區,廣德里,64000310009
10017-07,基隆市,七堵區,友一里,10017020015
10017-07,基隆市,七堵區,友二里,10017020016
10017-07,基隆市,七堵區,堵北里,10017020010
10008-01,南投縣,名間鄉,新光村,10008060022
10017-07,基隆市,七堵區,堵南里,10017020011
10008-01,南投縣,名間鄉,仁和村,10008060023
10017-07,基隆市,七堵區,瑪南里,10017020012
10017-07,基隆市,七堵區,正明里,10017020017
10017-07,基隆市,七堵區,百福里,10017020018
10008-01,南投縣,名間鄉,東湖村,10008060008
10017-07,基隆市,七堵區,實踐里,10017020019
10008-01,南投縣,名間鄉,萬丹村,10008060009
10020-01,嘉義市,東區,中山里,10020010061
10020-01,嘉義市,東區,中央里,10020010062
10020-01,嘉義市,東區,林森里,10020010063
10020-01,嘉義市,東區,北門里,10020010064
10020-01,嘉義市,東區,東興里,10020010060
10020-01,嘉義市,東區,蘭潭里,10020010065
10008-01,南投縣,名間鄉,田仔村,10008060010
10020-01,嘉義市,東區,文雅里,10020010066
10020-01,嘉義市,東區,安業里,10020010067
10020-01,嘉義市,東區,義教里,10020010068
10017-07,基隆市,七堵區,正光里,10017020002
10017-07,基隆市,七堵區,富民里,10017020003
10008-01,南投縣,名間鄉,赤水村,10008060015
10017-07,基隆市,七堵區,永平里,10017020004
10008-01,南投縣,名間鄉,三崙村,10008060016
10017-07,基隆市,七堵區,永安里,10017020005
10008-01,南投縣,名間鄉,松山村,10008060017
10008-01,南投縣,名間鄉,松柏村,10008060018
10008-01,南投縣,名間鄉,大庄村,10008060011
10008-01,南投縣,名間鄉,廍下村,10008060012
10017-07,基隆市,七堵區,長興里,10017020001
10008-01,南投縣,名間鄉,大坑村,10008060013
10008-01,南投縣,名間鄉,竹圍村,10008060014
10017-07,基隆市,七堵區,八德里,10017020006
10017-07,基隆市,七堵區,自強里,10017020007
10017-07,基隆市,七堵區,六堵里,10017020008
10017-07,基隆市,七堵區,泰安里,10017020009
10020-01,嘉義市,東區,芳安里,10020010050
67000-04,臺南市,南化區,南化里,67000250001
10020-01,嘉義市,東區,頂寮里,10020010051
67000-04,臺南市,南化區,小崙里,67000250002
10020-01,嘉義市,東區,安寮里,10020010052
67000-04,臺南市,南化區,中坑里,67000250003
10020-01,嘉義市,東區,興安里,10020010053
10005-06,苗栗縣,卓蘭鎮,中街里,10005070001
67000-04,臺南市,南化區,北平里,67000250004
68000-03,桃園市,八德區,福德里,68000080050
10020-01,嘉義市,東區,朝陽里,10020010058
10005-06,苗栗縣,卓蘭鎮,景山里,10005070006
68000-03,桃園市,八德區,興中里,68000080051
67000-04,臺南市,南化區,關山里,67000250009
10020-01,嘉義市,東區,華南里,10020010059
10005-06,苗栗縣,卓蘭鎮,老庄里,10005070007
10005-06,苗栗縣,卓蘭鎮,新榮里,10005070008
10005-06,苗栗縣,卓蘭鎮,內灣里,10005070009
10020-01,嘉義市,東區,興村里,10020010054
10005-06,苗栗縣,卓蘭鎮,新厝里,10005070002
67000-04,臺南市,南化區,東和里,67000250005
10020-01,嘉義市,東區,興仁里,10020010055
66000-13,臺中市,大里區,祥興里,66000280005
10005-06,苗栗縣,卓蘭鎮,上新里,10005070003
67000-04,臺南市,南化區,西埔里,67000250006
10020-01,嘉義市,東區,過溝里,10020010056
66000-13,臺中市,大里區,日新里,66000280006
10005-06,苗栗縣,卓蘭鎮,豐田里,10005070004
67000-04,臺南市,南化區,北寮里,67000250007
10020-01,嘉義市,東區,民族里,10020010057
66000-13,臺中市,大里區,西榮里,66000280007
10005-06,苗栗縣,卓蘭鎮,西坪里,10005070005
67000-04,臺南市,南化區,玉山里,67000250008
66000-13,臺中市,大里區,內新里,66000280008
66000-13,臺中市,大里區,大里里,66000280001
66000-13,臺中市,大里區,新里里,66000280002
66000-13,臺中市,大里區,樹王里,66000280003
66000-13,臺中市,大里區,東興里,66000280004
67000-09,臺南市,南區,大成里,67000330004
67000-09,臺南市,南區,廣州里,67000330005
66000-13,臺中市,大里區,東昇里,66000280009
67000-09,臺南市,南區,新昌里,67000330006
67000-09,臺南市,南區,新興里,67000330007
67000-09,臺南市,南區,竹溪里,67000330001
67000-09,臺南市,南區,明德里,67000330003
67000-09,臺南市,南區,田寮里,67000330008
67000-09,臺南市,南區,國宅里,67000330009
10008-05,南投縣,埔里鎮,泰安里,10008020033
10008-05,南投縣,埔里鎮,北安里,10008020030
10008-05,南投縣,埔里鎮,杷城里,10008020031
10008-05,南投縣,埔里鎮,北梅里,10008020032
10015-04,花蓮縣,玉里鎮,三民里,10015030014
10015-04,花蓮縣,玉里鎮,大禹里,10015030015
10015-04,花蓮縣,玉里鎮,觀音里,10015030010
10018-04,新竹市,北區,金華里,10018020040
10015-04,花蓮縣,玉里鎮,松浦里,10015030011
10015-04,花蓮縣,玉里鎮,春日里,10015030012
10015-04,花蓮縣,玉里鎮,德武里,10015030013
10018-03,新竹市,北區,中雅里,10018020045
10018-04,新竹市,北區,金竹里,10018020041
10018-04,新竹市,北區,湳中里,10018020042
10018-04,新竹市,北區,金雅里,10018020043
10018-03,新竹市,北區,台溪里,10018020044
10005-03,苗栗縣,苑裡鎮,泰田里,10005020020
67000-09,臺南市,南區,佛壇里,67000330020
67000-09,臺南市,南區,大林里,67000330021
10005-03,苗栗縣,苑裡鎮,田心里,10005020025
67000-09,臺南市,南區,明興里,67000330026
67000-09,臺南市,南區,文華里,67000330027
67000-09,臺南市,南區,金華里,67000330028
10005-03,苗栗縣,苑裡鎮,上舘里,10005020021
67000-09,臺南市,南區,南都里,67000330029
10010-04,嘉義縣,東石鄉,港墘村,10010090013
10005-03,苗栗縣,苑裡鎮,玉田里,10005020022
67000-09,臺南市,南區,大忠里,67000330022
10010-04,嘉義縣,東石鄉,蔦松村,10010090014
10005-03,苗栗縣,苑裡鎮,南勢里,10005020023
67000-09,臺南市,南區,大恩里,67000330023
10010-04,嘉義縣,東石鄉,圍潭村,10010090015
10005-03,苗栗縣,苑裡鎮,山柑里,10005020024
10015-03,花蓮縣,光復鄉,大豐村,10015070010
67000-09,臺南市,南區,新生里,67000330024
10010-04,嘉義縣,東石鄉,洲仔村,10010090016
10015-03,花蓮縣,光復鄉,東富村,10015070011
67000-09,臺南市,南區,再興里,67000330025
10015-04,花蓮縣,玉里鎮,永昌里,10015030003
10015-03,花蓮縣,光復鄉,西富村,10015070012
10010-04,嘉義縣,東石鄉,下揖村,10010090010
10015-04,花蓮縣,玉里鎮,泰昌里,10015030004
10015-03,花蓮縣,光復鄉,南富村,10015070013
10010-04,嘉義縣,東石鄉,頂揖村,10010090011
10015-04,花蓮縣,玉里鎮,國武里,10015030005
10010-04,嘉義縣,東石鄉,溪下村,10010090012
10015-04,花蓮縣,玉里鎮,源城里,10015030006
68000-12,桃園市,觀音區,金湖里,68000120010
10015-04,花蓮縣,玉里鎮,中城里,10015030001
10015-04,花蓮縣,玉里鎮,啟模里,10015030002
10010-04,嘉義縣,東石鄉,東崙村,10010090017
10010-04,嘉義縣,東石鄉,西崙村,10010090018
10010-04,嘉義縣,東石鄉,塭仔村,10010090019
68000-12,桃園市,觀音區,富源里,68000120015
10015-03,花蓮縣,光復鄉,北富村,10015070014
68000-12,桃園市,觀音區,上大里,68000120016
68000-12,桃園市,觀音區,新坡里,68000120017
10015-04,花蓮縣,玉里鎮,長良里,10015030007
68000-12,桃園市,觀音區,廣福里,68000120018
10015-04,花蓮縣,玉里鎮,樂合里,10015030008
68000-12,桃園市,觀音區,藍埔里,68000120011
10015-04,花蓮縣,玉里鎮,東豐里,10015030009
68000-12,桃園市,觀音區,大同里,68000120012
68000-12,桃園市,觀音區,大堀里,68000120013
68000-12,桃園市,觀音區,崙坪里,68000120014
10005-04,苗栗縣,後龍鎮,福寧里,10005060021
10005-04,苗栗縣,後龍鎮,中和里,10005060022
68000-12,桃園市,觀音區,塔腳里,68000120019
10005-03,苗栗縣,苑裡鎮,山脚里,10005020014
10005-04,苗栗縣,後龍鎮,南港里,10005060023
10005-03,苗栗縣,苑裡鎮,舊社里,10005020015
67000-09,臺南市,南區,喜北里,67000330015
10005-03,苗栗縣,苑裡鎮,福田里,10005020016
67000-09,臺南市,南區,喜南里,67000330016
10005-03,苗栗縣,苑裡鎮,石鎮里,10005020017
67000-09,臺南市,南區,省躬里,67000330017
10005-03,苗栗縣,苑裡鎮,中正里,10005020010
67000-09,臺南市,南區,興農里,67000330018
10010-04,嘉義縣,東石鄉,猿樹村,10010090002
10005-03,苗栗縣,苑裡鎮,苑坑里,10005020011
10005-04,苗栗縣,後龍鎮,龍坑里,10005060020
67000-09,臺南市,南區,光明里,67000330011
10010-04,嘉義縣,東石鄉,型厝村,10010090003
10005-03,苗栗縣,苑裡鎮,水坡里,10005020012
10010-04,嘉義縣,東石鄉,塭港村,10010090004
10005-03,苗栗縣,苑裡鎮,新復里,10005020013
67000-09,臺南市,南區,明亮里,67000330013
10010-04,嘉義縣,東石鄉,三家村,10010090005
67000-09,臺南市,南區,喜東里,67000330014
10015-03,花蓮縣,光復鄉,大安村,10015070001
10015-03,花蓮縣,光復鄉,大華村,10015070002
10010-04,嘉義縣,東石鄉,東石村,10010090001
10005-03,苗栗縣,苑裡鎮,蕉埔里,10005020018
10005-03,苗栗縣,苑裡鎮,社苓里,10005020019
67000-09,臺南市,南區,同安里,67000330019
10015-03,花蓮縣,光復鄉,大全村,10015070007
10015-03,花蓮縣,光復鄉,大興村,10015070008
10010-04,嘉義縣,東石鄉,永屯村,10010090006
10015-03,花蓮縣,光復鄉,大富村,10015070009
10010-04,嘉義縣,東石鄉,海埔村,10010090007
10010-04,嘉義縣,東石鄉,龍港村,10010090008
68000-12,桃園市,觀音區,大潭里,68000120004
64000-07,高雄市,三民區,寶中里,64000050020
10015-03,花蓮縣,光復鄉,大平村,10015070003
10010-04,嘉義縣,東石鄉,副瀨村,10010090009
68000-12,桃園市,觀音區,武威里,68000120005
64000-07,高雄市,三民區,寶華里,64000050021
10015-03,花蓮縣,光復鄉,大馬村,10015070004
68000-12,桃園市,觀音區,保生里,68000120006
10015-03,花蓮縣,光復鄉,大同村,10015070005
68000-12,桃園市,觀音區,三和里,68000120007
10015-03,花蓮縣,光復鄉,大進村,10015070006
68000-12,桃園市,觀音區,觀音里,68000120001
68000-12,桃園市,觀音區,白玉里,68000120002
64000-07,高雄市,三民區,寶盛里,64000050026
68000-12,桃園市,觀音區,廣興里,68000120003
64000-07,高雄市,三民區,寶安里,64000050027
64000-07,高雄市,三民區,寶龍里,64000050028
64000-07,高雄市,三民區,寶珠里,64000050029
64000-07,高雄市,三民區,寶國里,64000050022
10005-04,苗栗縣,後龍鎮,復興里,10005060010
64000-07,高雄市,三民區,寶民里,64000050023
10005-04,苗栗縣,後龍鎮,東明里,10005060011
68000-12,桃園市,觀音區,新興里,68000120008
64000-07,高雄市,三民區,寶慶里,64000050024
10005-04,苗栗縣,後龍鎮,大山里,10005060012
68000-12,桃園市,觀音區,坑尾里,68000120009
64000-07,高雄市,三民區,寶業里,64000050025
10005-04,苗栗縣,後龍鎮,灣寶里,10005060013
10005-04,苗栗縣,後龍鎮,水尾里,10005060018
10005-04,苗栗縣,後龍鎮,龍津里,10005060019
10005-04,苗栗縣,後龍鎮,海寶里,10005060014
10005-04,苗栗縣,後龍鎮,外埔里,10005060015
10020-01,嘉義市,東區,盧厝里,10020010041
10005-04,苗栗縣,後龍鎮,海埔里,10005060016
10020-01,嘉義市,東區,鹿寮里,10020010042
10005-04,苗栗縣,後龍鎮,秀水里,10005060017
10020-01,嘉義市,東區,興南里,10020010047
10020-01,嘉義市,東區,豐年里,10020010048
10020-01,嘉義市,東區,芳草里,10020010049
64000-07,高雄市,三民區,本文里,64000050010
10020-01,嘉義市,東區,長竹里,10020010043
10020-01,嘉義市,東區,短竹里,10020010044
64000-10,高雄市,前鎮區,鎮中里,64000090022
10020-01,嘉義市,東區,新開里,10020010045
64000-10,高雄市,前鎮區,鎮北里,64000090023
10020-01,嘉義市,東區,宣信里,10020010046
64000-07,高雄市,三民區,本揚里,64000050015
64000-10,高雄市,前鎮區,忠純里,64000090024
64000-07,高雄市,三民區,寶獅里,64000050016
64000-10,高雄市,前鎮區,忠誠里,64000090025
64000-07,高雄市,三民區,寶德里,64000050017
64000-07,高雄市,三民區,寶泰里,64000050018
64000-07,高雄市,三民區,本武里,64000050011
64000-10,高雄市,前鎮區,鎮陽里,64000090020
64000-06,高雄市,鹽埕區,新化里,64000010020
64000-07,高雄市,三民區,本元里,64000050012
64000-10,高雄市,前鎮區,興邦里,64000090021
64000-06,高雄市,鹽埕區,江南里,64000010021
64000-07,高雄市,三民區,本安里,64000050013
64000-07,高雄市,三民區,本上里,64000050014
64000-07,高雄市,三民區,寶興里,64000050019
64000-10,高雄市,前鎮區,西山里,64000090028
64000-10,高雄市,前鎮區,民權里,64000090029
10010-04,嘉義縣,東石鄉,網寮村,10010090020
10010-04,嘉義縣,東石鄉,掌潭村,10010090021
10010-04,嘉義縣,東石鄉,港口村,10010090022
10010-04,嘉義縣,東石鄉,鰲鼓村,10010090023
68000-12,桃園市,觀音區,保障里,68000120020
68000-12,桃園市,觀音區,草漯里,68000120021
64000-07,高雄市,三民區,灣興里,64000050040
10020-01,嘉義市,東區,後庄里,10020010036
64000-07,高雄市,三民區,灣成里,64000050041
10020-01,嘉義市,東區,王田里,10020010037
64000-07,高雄市,三民區,安康里,64000050042
10020-01,嘉義市,東區,東川里,10020010038
64000-07,高雄市,三民區,安寧里,64000050043
10020-01,嘉義市,東區,太平里,10020010039
68000-12,桃園市,觀音區,樹林里,68000120022
64000-10,高雄市,前鎮區,信德里,64000090011
64000-06,高雄市,鹽埕區,河濱里,64000010011
10020-01,嘉義市,東區,圳頭里,10020010034
68000-12,桃園市,觀音區,富林里,68000120023
64000-10,高雄市,前鎮區,明道里,64000090012
64000-06,高雄市,鹽埕區,沙地里,64000010012
10020-01,嘉義市,東區,新店里,10020010035
68000-12,桃園市,觀音區,草新里,68000120024
64000-07,高雄市,三民區,達德里,64000050048
64000-10,高雄市,前鎮區,興化里,64000090013
64000-06,高雄市,鹽埕區,南端里,64000010013
64000-07,高雄市,三民區,達明里,64000050049
64000-10,高雄市,前鎮區,興仁里,64000090014
64000-06,高雄市,鹽埕區,港都里,64000010014
64000-07,高雄市,三民區,安吉里,64000050044
64000-07,高雄市,三民區,安發里,64000050045
64000-10,高雄市,前鎮區,信義里,64000090010
64000-06,高雄市,鹽埕區,育仁里,64000010010
64000-07,高雄市,三民區,安東里,64000050046
64000-10,高雄市,前鎮區,鎮海里,64000090019
64000-06,高雄市,鹽埕區,瀨南里,64000010019
64000-07,高雄市,三民區,安和里,64000050047
64000-10,高雄市,前鎮區,前鎮里,64000090015
64000-06,高雄市,鹽埕區,江西里,64000010015
64000-10,高雄市,前鎮區,鎮東里,64000090016
64000-06,高雄市,鹽埕區,新豐里,64000010016
64000-10,高雄市,前鎮區,鎮榮里,64000090017
64000-06,高雄市,鹽埕區,府北里,64000010017
64000-10,高雄市,前鎮區,鎮昌里,64000090018
64000-06,高雄市,鹽埕區,陸橋里,64000010018
67000-09,臺南市,安平區,金城里,67000360002
67000-09,臺南市,安平區,漁光里,67000360004
64000-07,高雄市,三民區,寶玉里,64000050030
64000-07,高雄市,三民區,灣子里,64000050031
67000-09,臺南市,安平區,文平里,67000360009
64000-07,高雄市,三民區,灣愛里,64000050032
64000-10,高雄市,前鎮區,竹西里,64000090044
67000-09,臺南市,安平區,建平里,67000360005
10009-02,雲林縣,斗南鎮,小東里,10009020021
64000-10,高雄市,前鎮區,竹中里,64000090045
67000-09,臺南市,安平區,怡平里,67000360006
64000-07,高雄市,三民區,灣復里,64000050037
10009-02,雲林縣,斗南鎮,石溪里,10009020022
64000-10,高雄市,前鎮區,瑞竹里,64000090046
67000-09,臺南市,安平區,華平里,67000360007
64000-07,高雄市,三民區,正興里,64000050038
10009-02,雲林縣,斗南鎮,大同里,10009020023
64000-10,高雄市,前鎮區,瑞南里,64000090047
67000-09,臺南市,安平區,平通里,67000360008
64000-07,高雄市,三民區,正順里,64000050039
10009-02,雲林縣,斗南鎮,僑真里,10009020024
64000-10,高雄市,前鎮區,竹內里,64000090040
64000-10,高雄市,前鎮區,竹東里,64000090041
64000-07,高雄市,三民區,灣中里,64000050033
64000-10,高雄市,前鎮區,竹南里,64000090042
64000-07,高雄市,三民區,灣華里,64000050034
64000-10,高雄市,前鎮區,竹北里,64000090043
64000-07,高雄市,三民區,灣勝里,64000050035
10009-02,雲林縣,斗南鎮,新崙里,10009020020
64000-07,高雄市,三民區,灣利里,64000050036
64000-10,高雄市,前鎮區,瑞豐里,64000090048
64000-10,高雄市,前鎮區,瑞祥里,64000090049
63000-06,臺北市,文山區,萬和里,63000080011
63000-06,臺北市,文山區,萬盛里,63000080012
63000-06,臺北市,文山區,興豐里,63000080013
63000-06,臺北市,文山區,興光里,63000080014
64000-10,高雄市,前鎮區,西甲里,64000090033
10009-02,雲林縣,斗南鎮,新南里,10009020010
64000-10,高雄市,前鎮區,盛興里,64000090034
10009-02,雲林縣,斗南鎮,阿丹里,10009020011
64000-10,高雄市,前鎮區,盛豐里,64000090035
63000-06,臺北市,文山區,萬年里,63000080010
10009-02,雲林縣,斗南鎮,將軍里,10009020012
64000-10,高雄市,前鎮區,興中里,64000090036
63000-06,臺北市,文山區,興福里,63000080019
10009-02,雲林縣,斗南鎮,東明里,10009020013
64000-10,高雄市,前鎮區,建隆里,64000090030
64000-10,高雄市,前鎮區,振興里,64000090031
64000-10,高雄市,前鎮區,良和里,64000090032
63000-06,臺北市,文山區,興家里,63000080015
63000-06,臺北市,文山區,興得里,63000080016
10009-02,雲林縣,斗南鎮,埤麻里,10009020018
63000-06,臺北市,文山區,興業里,63000080017
63000-01,臺北市,北投區,清江里,63000120021
10009-02,雲林縣,斗南鎮,西伯里,10009020019
63000-06,臺北市,文山區,興安里,63000080018
63000-01,臺北市,北投區,中央里,63000120022
63000-01,臺北市,北投區,長安里,63000120023
64000-10,高雄市,前鎮區,興東里,64000090037
63000-01,臺北市,北投區,大同里,63000120024
10009-02,雲林縣,斗南鎮,新光里,10009020014
64000-10,高雄市,前鎮區,忠孝里,64000090038
10009-02,雲林縣,斗南鎮,田頭里,10009020015
64000-10,高雄市,前鎮區,復國里,64000090039
10009-02,雲林縣,斗南鎮,明昌里,10009020016
10009-02,雲林縣,斗南鎮,大東里,10009020017
63000-01,臺北市,北投區,奇岩里,63000120020
63000-01,臺北市,北投區,開明里,63000120029
63000-01,臺北市,北投區,溫泉里,63000120025
63000-01,臺北市,北投區,林泉里,63000120026
63000-01,臺北市,北投區,中心里,63000120027
65000-08,新北市,鶯歌區,東湖里,65000080013
63000-01,臺北市,北投區,中庸里,63000120028
65000-08,新北市,鶯歌區,大湖里,65000080014
65000-08,新北市,鶯歌區,鳳鳴里,65000080015
65000-08,新北市,鶯歌區,鳳福里,65000080016
63000-06,臺北市,文山區,景行里,63000080001
65000-08,新北市,鶯歌區,尖山里,65000080010
63000-06,臺北市,文山區,景東里,63000080002
65000-08,新北市,鶯歌區,二橋里,65000080011
63000-06,臺北市,文山區,景美里,63000080003
65000-08,新北市,鶯歌區,二甲里,65000080012
63000-06,臺北市,文山區,萬祥里,63000080008
65000-08,新北市,鶯歌區,永吉里,65000080017
63000-06,臺北市,文山區,萬隆里,63000080009
65000-08,新北市,鶯歌區,中湖里,65000080018
65000-08,新北市,鶯歌區,鳳祥里,65000080019
63000-06,臺北市,文山區,景慶里,63000080004
63000-06,臺北市,文山區,景仁里,63000080005
63000-06,臺北市,文山區,景華里,63000080006
63000-01,臺北市,北投區,永欣里,63000120010
63000-06,臺北市,文山區,萬有里,63000080007
63000-01,臺北市,北投區,永明里,63000120011
63000-01,臺北市,北投區,東華里,63000120012
63000-01,臺北市,北投區,吉利里,63000120013
63000-01,臺北市,北投區,八仙里,63000120018
63000-01,臺北市,北投區,洲美里,63000120019
67000-09,臺南市,安平區,億載里,67000360012
63000-01,臺北市,北投區,吉慶里,63000120014
63000-01,臺北市,北投區,尊賢里,63000120015
67000-09,臺南市,安平區,平安里,67000360015
63000-01,臺北市,北投區,立賢里,63000120016
65000-08,新北市,鶯歌區,西鶯里,65000080002
63000-01,臺北市,北投區,立農里,63000120017
65000-08,新北市,鶯歌區,南鶯里,65000080003
67000-09,臺南市,安平區,國平里,67000360010
65000-08,新北市,鶯歌區,北鶯里,65000080004
67000-09,臺南市,安平區,育平里,67000360011
65000-08,新北市,鶯歌區,中鶯里,65000080005
65000-08,新北市,鶯歌區,東鶯里,65000080001
67000-09,臺南市,安平區,天妃里,67000360016
67000-09,臺南市,安平區,王城里,67000360017
64000-07,高雄市,三民區,鼎力里,64000050004
64000-07,高雄市,三民區,鼎西里,64000050005
64000-07,高雄市,三民區,鼎中里,64000050006
65000-08,新北市,鶯歌區,建德里,65000080006
64000-07,高雄市,三民區,鼎泰里,64000050007
65000-08,新北市,鶯歌區,同慶里,65000080007
65000-08,新北市,鶯歌區,永昌里,65000080008
64000-07,高雄市,三民區,鼎金里,64000050001
65000-08,新北市,鶯歌區,南靖里,65000080009
64000-07,高雄市,三民區,鼎盛里,64000050002
64000-07,高雄市,三民區,鼎強里,64000050003
64000-07,高雄市,三民區,本館里,64000050008
63000-01,臺北市,北投區,湖山里,63000120040
64000-07,高雄市,三民區,本和里,64000050009
63000-01,臺北市,北投區,大屯里,63000120041
63000-01,臺北市,北投區,湖田里,63000120042
10004-03,新竹縣,新豐鄉,福興村,10004060001
10004-03,新竹縣,新豐鄉,後湖村,10004060002
10004-03,新竹縣,新豐鄉,青埔村,10004060003
10010-06,嘉義縣,竹崎鄉,竹崎村,10010140001
10010-06,嘉義縣,竹崎鄉,和平村,10010140002
10004-03,新竹縣,新豐鄉,重興村,10004060008
10010-06,嘉義縣,竹崎鄉,坑頭村,10010140003
10004-03,新竹縣,新豐鄉,新豐村,10004060009
64000-10,高雄市,前鎮區,草衙里,64000090001
64000-06,高雄市,鹽埕區,藍橋里,64000010001
64000-10,高雄市,前鎮區,明孝里,64000090002
64000-06,高雄市,鹽埕區,慈愛里,64000010002
64000-10,高雄市,前鎮區,明正里,64000090003
64000-06,高雄市,鹽埕區,博愛里,64000010003
10004-03,新竹縣,新豐鄉,埔和村,10004060004
10004-03,新竹縣,新豐鄉,瑞興村,10004060005
10010-06,嘉義縣,竹崎鄉,灣橋村,10010140008
10004-03,新竹縣,新豐鄉,坡頭村,10004060006
10010-06,嘉義縣,竹崎鄉,鹿滿村,10010140009
10004-03,新竹縣,新豐鄉,中崙村,10004060007
10005-04,苗栗縣,造橋鄉,造橋村,10005150001
64000-10,高雄市,前鎮區,平昌里,64000090008
64000-06,高雄市,鹽埕區,中原里,64000010008
10005-04,苗栗縣,造橋鄉,平興村,10005150002
64000-10,高雄市,前鎮區,明禮里,64000090009
64000-06,高雄市,鹽埕區,光明里,64000010009
10010-06,嘉義縣,竹崎鄉,沙坑村,10010140004
10005-04,苗栗縣,造橋鄉,豐湖村,10005150003
63000-01,臺北市,北投區,秀山里,63000120032
10010-06,嘉義縣,竹崎鄉,獅埜村,10010140005
10005-04,苗栗縣,造橋鄉,大西村,10005150004
63000-01,臺北市,北投區,文化里,63000120033
10010-06,嘉義縣,竹崎鄉,義和村,10010140006
63000-01,臺北市,北投區,豐年里,63000120034
64000-10,高雄市,前鎮區,明義里,64000090004
64000-06,高雄市,鹽埕區,壽星里,64000010004
10010-06,嘉義縣,竹崎鄉,義仁村,10010140007
63000-01,臺北市,北投區,稻香里,63000120035
64000-10,高雄市,前鎮區,仁愛里,64000090005
64000-06,高雄市,鹽埕區,中山里,64000010005
64000-10,高雄市,前鎮區,德昌里,64000090006
64000-06,高雄市,鹽埕區,教仁里,64000010006
64000-10,高雄市,前鎮區,平等里,64000090007
64000-06,高雄市,鹽埕區,新樂里,64000010007
10005-04,苗栗縣,造橋鄉,龍昇村,10005150009
63000-01,臺北市,北投區,中和里,63000120030
63000-01,臺北市,北投區,智仁里,63000120031
10005-04,苗栗縣,造橋鄉,錦水村,10005150005
10005-04,苗栗縣,造橋鄉,大龍村,10005150006
10005-04,苗栗縣,造橋鄉,朝陽村,10005150007
63000-01,臺北市,北投區,桃源里,63000120036
10005-04,苗栗縣,造橋鄉,談文村,10005150008
63000-01,臺北市,北投區,一德里,63000120037
63000-01,臺北市,北投區,關渡里,63000120038
63000-01,臺北市,北投區,泉源里,63000120039
10009-05,雲林縣,麥寮鄉,新吉村,10009130010
65000-08,新北市,鶯歌區,建國里,65000080020
10009-05,雲林縣,麥寮鄉,施厝村,10009130011
10009-05,雲林縣,麥寮鄉,雷厝村,10009130012
10009-05,雲林縣,麥寮鄉,中興村,10009130013
67000-09,臺南市,南區,鹽埕里,67000330040
65000-08,新北市,土城區,廣興里,65000130044
65000-08,新北市,土城區,青山里,65000130045
65000-08,新北市,土城區,金城里,65000130046
65000-08,新北市,土城區,延祿里,65000130047
65000-08,新北市,土城區,延和里,65000130040
