"prv_code","city_code","area_code","dept_code","li_code","tbox_no","valid_ticket","agree_ticket","disagree_ticket","invalid_ticket","vote_ticket","votable_population","population","vote_to_votable","agree_to_votable"
"10","018","00","020","0040","0225","545","479","66","21","566","1210","0","46.78","39.59"
"10","018","00","020","0040","0226","548","484","64","16","564","1113","0","50.67","43.49"
"10","018","00","020","0040","0227","567","520","47","13","580","1273","0","45.56","40.85"
"10","018","00","020","0041","0000","2375","2122","253","44","2419","5681","0","42.58","37.35"
"10","018","00","020","0041","0245","459","388","71","5","464","1167","0","39.76","33.25"
"10","018","00","020","0041","0246","463","407","56","11","474","1153","0","41.11","35.30"
"10","018","00","020","0041","0247","482","438","44","9","491","1115","0","44.04","39.28"
"10","018","00","020","0041","0248","513","474","39","10","523","1167","0","44.82","40.62"
"10","018","00","020","0041","0249","458","415","43","9","467","1079","0","43.28","38.46"
"10","018","00","020","0042","0000","2912","2644","268","68","2980","6524","0","45.68","40.53"
"10","018","00","020","0042","0233","487","417","70","15","502","1160","0","43.28","35.95"
"10","018","00","020","0042","0234","417","361","56","19","436","1036","0","42.08","34.85"
"10","018","00","020","0042","0235","503","456","47","9","512","1078","0","47.50","42.30"
"10","018","00","020","0042","0236","469","450","19","5","474","1032","0","45.93","43.60"
"10","018","00","020","0042","0237","503","461","42","9","512","1108","0","46.21","41.61"
"10","018","00","020","0042","0238","533","499","34","11","544","1110","0","49.01","44.95"
"10","018","00","020","0043","0000","1267","1094","173","33","1300","2859","0","45.47","38.27"
"10","018","00","020","0043","0231","605","523","82","17","622","1398","0","44.49","37.41"
"10","018","00","020","0043","0232","662","571","91","16","678","1461","0","46.41","39.08"
"10","018","00","020","0044","0000","591","512","79","8","599","1541","0","38.87","33.23"
"10","018","00","020","0044","0171","302","258","44","2","304","811","0","37.48","31.81"
"10","018","00","020","0044","0172","289","254","35","6","295","730","0","40.41","34.79"
"10","018","00","020","0045","0000","1539","1405","134","25","1564","3298","0","47.42","42.60"
"10","018","00","020","0045","0183","611","582","29","10","621","1208","0","51.41","48.18"
"10","018","00","020","0045","0184","444","364","80","11","455","1104","0","41.21","32.97"
"10","018","00","020","0045","0185","484","459","25","4","488","986","0","49.49","46.55"
"10","018","00","020","0046","0000","329","277","52","11","340","680","0","50.00","40.74"
"10","018","00","020","0046","0164","329","277","52","11","340","680","0","50.00","40.74"
"10","018","00","020","0047","0000","355","300","55","13","368","976","0","37.70","30.74"
"10","018","00","020","0047","0189","355","300","55","13","368","976","0","37.70","30.74"
"10","018","00","030","0000","0000","25153","20785","4368","629","25782","65905","78776","39.12","31.54"
"10","018","00","030","0001","0000","1027","759","268","27","1054","2700","0","39.04","28.11"
"10","018","00","030","0001","0313","327","233","94","11","338","853","0","39.62","27.32"
"10","018","00","030","0001","0314","362","277","85","8","370","923","0","40.09","30.01"
"10","018","00","030","0001","0315","338","249","89","8","346","924","0","37.45","26.95"
"10","018","00","030","0002","0000","2040","1623","417","53","2093","5468","0","38.28","29.68"
"10","018","00","030","0002","0308","354","290","64","10","364","1054","0","34.54","27.51"
"10","018","00","030","0002","0309","340","262","78","9","349","919","0","37.98","28.51"
"10","018","00","030","0002","0310","459","383","76","10","469","1300","0","36.08","29.46"
"10","018","00","030","0002","0311","379","287","92","7","386","979","0","39.43","29.32"
"10","018","00","030","0002","0312","508","401","107","17","525","1216","0","43.17","32.98"
"10","018","00","030","0003","0000","889","692","197","23","912","2265","0","40.26","30.55"
"10","018","00","030","0003","0306","351","275","76","8","359","930","0","38.60","29.57"
"10","018","00","030","0003","0307","538","417","121","15","553","1335","0","41.42","31.24"
"10","018","00","030","0004","0000","816","623","193","19","835","2347","0","35.58","26.54"
"10","018","00","030","0004","0304","399","312","87","11","410","1209","0","33.91","25.81"
"10","018","00","030","0004","0305","417","311","106","8","425","1138","0","37.35","27.33"
"10","018","00","030","0005","0000","887","661","226","33","920","2089","0","44.04","31.64"
"10","018","00","030","0005","0302","458","343","115","17","475","1137","0","41.78","30.17"
"10","018","00","030","0005","0303","429","318","111","16","445","952","0","46.74","33.40"
"10","018","00","030","0006","0000","1288","1080","208","27","1315","3163","0","41.57","34.14"
"10","018","00","030","0006","0299","444","372","72","6","450","1108","0","40.61","33.57"
"10","018","00","030","0006","0300","363","281","82","10","373","856","0","43.57","32.83"
"10","018","00","030","0006","0301","481","427","54","11","492","1199","0","41.03","35.61"
"10","018","00","030","0007","0000","1256","1054","202","34","1290","2861","0","45.09","36.84"
"10","018","00","030","0007","0292","408","338","70","18","426","889","0","47.92","38.02"
"10","018","00","030","0007","0293","464","393","71","9","473","1090","0","43.39","36.06"
"10","018","00","030","0007","0294","384","323","61","7","391","882","0","44.33","36.62"
"10","018","00","030","0008","0000","1665","1455","210","41","1706","4538","0","37.59","32.06"
"10","018","00","030","0008","0295","454","395","59","8","462","1120","0","41.25","35.27"
"10","018","00","030","0008","0296","393","343","50","12","405","1133","0","35.75","30.27"
"10","018","00","030","0008","0297","363","322","41","8","371","1158","0","32.04","27.81"
"10","018","00","030","0008","0298","455","395","60","13","468","1127","0","41.53","35.05"
"10","018","00","030","0009","0000","1921","1694","227","36","1957","4951","0","39.53","34.22"
"10","018","00","030","0009","0283","421","356","65","14","435","978","0","44.48","36.40"
"10","018","00","030","0009","0284","349","301","48","9","358","937","0","38.21","32.12"
"10","018","00","030","0009","0285","336","305","31","4","340","954","0","35.64","31.97"
"10","018","00","030","0009","0286","411","360","51","6","417","1013","0","41.16","35.54"
"10","018","00","030","0009","0287","404","372","32","3","407","1069","0","38.07","34.80"
"10","018","00","030","0010","0000","1786","1581","205","45","1831","4019","0","45.56","39.34"
"10","018","00","030","0010","0316","318","263","55","11","329","805","0","40.87","32.67"
"10","018","00","030","0010","0317","545","507","38","15","560","1046","0","53.54","48.47"
"10","018","00","030","0010","0318","376","316","60","4","380","946","0","40.17","33.40"
"10","018","00","030","0010","0319","547","495","52","15","562","1222","0","45.99","40.51"
"10","018","00","030","0011","0000","1385","1168","217","29","1414","3520","0","40.17","33.18"
"10","018","00","030","0011","0320","413","331","82","12","425","1194","0","35.59","27.72"
"10","018","00","030","0011","0321","465","397","68","7","472","1149","0","41.08","34.55"
"10","018","00","030","0011","0322","507","440","67","10","517","1177","0","43.93","37.38"
"10","018","00","030","0012","0000","1552","1292","260","37","1589","4332","0","36.68","29.82"
"10","018","00","030","0012","0323","426","356","70","8","434","1170","0","37.09","30.43"
"10","018","00","030","0012","0324","366","285","81","8","374","1019","0","36.70","27.97"
"10","018","00","030","0012","0325","384","330","54","11","395","1138","0","34.71","29.00"
"10","018","00","030","0012","0326","376","321","55","10","386","1005","0","38.41","31.94"
"10","018","00","030","0013","0000","1041","804","237","33","1074","2824","0","38.03","28.47"
"10","018","00","030","0013","0327","424","317","107","17","441","1037","0","42.53","30.57"
"10","018","00","030","0013","0328","328","241","87","7","335","889","0","37.68","27.11"
"10","018","00","030","0013","0329","289","246","43","9","298","898","0","33.18","27.39"
"10","018","00","030","0014","0000","421","333","88","11","432","1118","0","38.64","29.79"
"10","018","00","030","0014","0330","421","333","88","11","432","1118","0","38.64","29.79"
"10","018","00","030","0015","0000","767","635","132","10","777","2133","0","36.43","29.77"
"10","018","00","030","0015","0331","402","339","63","7","409","1121","0","36.49","30.24"
"10","018","00","030","0015","0332","365","296","69","3","368","1012","0","36.36","29.25"
"10","018","00","030","0016","0000","863","711","152","23","886","2355","0","37.62","30.19"
"10","018","00","030","0016","0333","400","318","82","11","411","1236","0","33.25","25.73"
"10","018","00","030","0016","0334","463","393","70","12","475","1119","0","42.45","35.12"
"10","018","00","030","0017","0000","262","207","55","9","271","908","0","29.85","22.80"
"10","018","00","030","0017","0346","262","207","55","9","271","908","0","29.85","22.80"
"10","018","00","030","0018","0000","321","248","73","12","333","859","0","38.77","28.87"
"10","018","00","030","0018","0345","321","248","73","12","333","859","0","38.77","28.87"
"10","018","00","030","0019","0000","294","249","45","7","301","764","0","39.40","32.59"
"10","018","00","030","0019","0344","294","249","45","7","301","764","0","39.40","32.59"
"10","018","00","030","0020","0000","611","523","88","12","623","1807","0","34.48","28.94"
"10","018","00","030","0020","0342","270","222","48","4","274","715","0","38.32","31.05"
"10","018","00","030","0020","0343","341","301","40","8","349","1092","0","31.96","27.56"
"10","018","00","030","0021","0000","1458","1190","268","40","1498","4261","0","35.16","27.93"
"10","018","00","030","0021","0337","420","383","37","8","428","1078","0","39.70","35.53"
"10","018","00","030","0021","0338","287","220","67","6","293","970","0","30.21","22.68"
"10","018","00","030","0021","0339","418","316","102","14","432","1235","0","34.98","25.59"
"10","018","00","030","0021","0340","333","271","62","12","345","978","0","35.28","27.71"
"10","018","00","030","0022","0000","543","423","120","15","558","1469","0","37.99","28.80"
"10","018","00","030","0022","0335","322","247","75","9","331","855","0","38.71","28.89"
"10","018","00","030","0022","0336","221","176","45","6","227","614","0","36.97","28.66"
"10","018","00","030","0023","0000","325","238","87","15","340","789","0","43.09","30.16"
"10","018","00","030","0023","0341","325","238","87","15","340","789","0","43.09","30.16"
"10","018","00","030","0024","0000","1735","1542","193","38","1773","4365","0","40.62","35.33"
"10","018","00","030","0024","0288","335","277","58","9","344","784","0","43.88","35.33"
"10","018","00","030","0024","0289","493","455","38","10","503","1218","0","41.30","37.36"
"10","018","00","030","0024","0290","485","449","36","11","496","1213","0","40.89","37.02"
"10","018","00","030","0024","0291","422","361","61","8","430","1150","0","37.39","31.39"
