zone,city,area,village,village_code
10009190-04,雲林縣,口湖鄉,水井村,10009190017
10009190-04,雲林縣,口湖鄉,後厝村,10009190018
10009190-04,雲林縣,口湖鄉,梧南村,10009190019
10009190-04,雲林縣,口湖鄉,梧北村,10009190020
10009190-04,雲林縣,口湖鄉,過港村,10009190021
10005130-03,苗栗縣,三義鄉,双潭村,10005130003
10005130-02,苗栗縣,三義鄉,勝興村,10005130004
10005130-04,苗栗縣,三義鄉,西湖村,10005130005
10005130-02,苗栗縣,三義鄉,龍騰村,10005130006
10005130-01,苗栗縣,三義鄉,廣盛村,10005130001
10005130-03,苗栗縣,三義鄉,双湖村,10005130002
10005130-04,苗栗縣,三義鄉,鯉魚潭村,10005130007
10013070-01,屏東縣,麟洛鄉,新田村,10013070001
10013070-02,屏東縣,麟洛鄉,麟頂村,10013070002
10013070-02,屏東縣,麟洛鄉,麟蹄村,10013070003
10013070-03,屏東縣,麟洛鄉,麟趾村,10013070004
10013070-04,屏東縣,麟洛鄉,田中村,10013070005
10013070-04,屏東縣,麟洛鄉,田心村,10013070006
10013070-04,屏東縣,麟洛鄉,田道村,10013070007
10013300-01,屏東縣,來義鄉,丹林村,10013300003
10013300-01,屏東縣,來義鄉,古樓村,10013300004
10013300-02,屏東縣,來義鄉,文樂村,10013300005
10013300-02,屏東縣,來義鄉,望嘉村,10013300006
10013300-01,屏東縣,來義鄉,來義村,10013300001
10013300-01,屏東縣,來義鄉,義林村,10013300002
10013300-02,屏東縣,來義鄉,南和村,10013300007
10007200-02,彰化縣,二林鎮,中西里,10007200005
10007200-02,彰化縣,二林鎮,廣興里,10007200006
10007200-02,彰化縣,二林鎮,香田里,10007200007
10007200-02,彰化縣,二林鎮,外竹里,10007200008
10007200-01,彰化縣,二林鎮,東和里,10007200001
10007200-01,彰化縣,二林鎮,南光里,10007200002
10007200-01,彰化縣,二林鎮,西平里,10007200003
10007200-01,彰化縣,二林鎮,北平里,10007200004
10013020-03,屏東縣,潮州鎮,四春里,10013020020
10013020-03,屏東縣,潮州鎮,崙東里,10013020021
10007200-02,彰化縣,二林鎮,興華里,10007200009
10007200-03,彰化縣,二林鎮,華崙里,10007200020
10007200-04,彰化縣,二林鎮,東勢里,10007200021
10007200-03,彰化縣,二林鎮,萬合里,10007200022
10007160-01,彰化縣,永靖鄉,五汴村,10007160010
10007160-01,彰化縣,永靖鄉,浮圳村,10007160011
10007160-01,彰化縣,永靖鄉,光雲村,10007160012
10007200-04,彰化縣,二林鎮,復豐里,10007200027
10007160-03,彰化縣,永靖鄉,敦厚村,10007160017
10007200-04,彰化縣,二林鎮,大永里,10007200023
10007160-03,彰化縣,永靖鄉,崙美村,10007160018
10007200-04,彰化縣,二林鎮,原斗里,10007200024
10007160-03,彰化縣,永靖鄉,同安村,10007160019
10007200-04,彰化縣,二林鎮,西斗里,10007200025
10007200-04,彰化縣,二林鎮,東華里,10007200026
10007160-01,彰化縣,永靖鄉,東寧村,10007160013
10007160-01,彰化縣,永靖鄉,永興村,10007160014
10007160-01,彰化縣,永靖鄉,崙子村,10007160015
10007160-03,彰化縣,永靖鄉,獨鰲村,10007160016
10007200-02,彰化縣,二林鎮,東興里,10007200010
10007200-02,彰化縣,二林鎮,後厝里,10007200011
10007160-02,彰化縣,永靖鄉,永東村,10007160001
10007200-03,彰化縣,二林鎮,萬興里,10007200016
10007200-03,彰化縣,二林鎮,永興里,10007200017
10007200-03,彰化縣,二林鎮,西庄里,10007200018
10007200-03,彰化縣,二林鎮,梅芳里,10007200019
10007160-02,彰化縣,永靖鄉,五福村,10007160006
10007200-01,彰化縣,二林鎮,豐田里,10007200012
10007160-02,彰化縣,永靖鄉,湳港村,10007160007
10007200-03,彰化縣,二林鎮,頂厝里,10007200013
10007160-02,彰化縣,永靖鄉,新莊村,10007160008
10007200-03,彰化縣,二林鎮,趙甲里,10007200014
10007160-02,彰化縣,永靖鄉,瑚璉村,10007160009
10007200-03,彰化縣,二林鎮,振興里,10007200015
10007160-02,彰化縣,永靖鄉,永西村,10007160002
10007160-02,彰化縣,永靖鄉,永南村,10007160003
10007160-02,彰化縣,永靖鄉,永北村,10007160004
10007160-02,彰化縣,永靖鄉,港西村,10007160005
10005020-01,苗栗縣,苑裡鎮,苑北里,10005020003
10005020-01,苗栗縣,苑裡鎮,西平里,10005020004
10005020-01,苗栗縣,苑裡鎮,苑港里,10005020005
10005020-01,苗栗縣,苑裡鎮,西勢里,10005020006
10005020-01,苗栗縣,苑裡鎮,苑東里,10005020001
10005020-01,苗栗縣,苑裡鎮,苑南里,10005020002
10005020-01,苗栗縣,苑裡鎮,海岸里,10005020007
10005020-01,苗栗縣,苑裡鎮,房裡里,10005020008
10005020-01,苗栗縣,苑裡鎮,客庄里,10005020009
10007160-03,彰化縣,永靖鄉,同仁村,10007160020
10007160-03,彰化縣,永靖鄉,湳墘村,10007160021
10007160-03,彰化縣,永靖鄉,四芳村,10007160022
10007160-03,彰化縣,永靖鄉,福興村,10007160023
10007160-03,彰化縣,永靖鄉,竹子村,10007160024
10013020-02,屏東縣,潮州鎮,五魁里,10013020010
10013020-02,屏東縣,潮州鎮,蓬萊里,10013020011
10013020-02,屏東縣,潮州鎮,八爺里,10013020012
10013020-02,屏東縣,潮州鎮,檨子里,10013020017
10013020-01,屏東縣,潮州鎮,九塊里,10013020018
10013020-03,屏東縣,潮州鎮,泗林里,10013020019
10013020-02,屏東縣,潮州鎮,永春里,10013020013
10013020-02,屏東縣,潮州鎮,富春里,10013020014
10013020-02,屏東縣,潮州鎮,光春里,10013020015
10013020-02,屏東縣,潮州鎮,興美里,10013020016
10005070-02,苗栗縣,卓蘭鎮,苗豐里,10005070010
10005070-04,苗栗縣,卓蘭鎮,坪林里,10005070011
10013020-01,屏東縣,潮州鎮,潮州里,10013020001
10013020-01,屏東縣,潮州鎮,彭城里,10013020006
10013020-01,屏東縣,潮州鎮,三星里,10013020007
10013020-01,屏東縣,潮州鎮,三共里,10013020008
10013020-01,屏東縣,潮州鎮,三和里,10013020009
10013020-01,屏東縣,潮州鎮,同榮里,10013020002
10013020-02,屏東縣,潮州鎮,新榮里,10013020003
10013020-02,屏東縣,潮州鎮,新生里,10013020004
10013020-01,屏東縣,潮州鎮,光華里,10013020005
10008060-01,南投縣,名間鄉,濁水村,10008060004
10008060-01,南投縣,名間鄉,炭寮村,10008060005
10008060-01,南投縣,名間鄉,新民村,10008060006
10008060-01,南投縣,名間鄉,新街村,10008060007
10008060-01,南投縣,名間鄉,南雅村,10008060001
10008060-01,南投縣,名間鄉,中正村,10008060002
10014130-01,臺東縣,延平鄉,桃源村,10014130005
10008060-01,南投縣,名間鄉,中山村,10008060003
10014130-02,臺東縣,延平鄉,武陵村,10014130001
10014130-02,臺東縣,延平鄉,永康村,10014130002
10014130-01,臺東縣,延平鄉,紅葉村,10014130003
10014130-03,臺東縣,延平鄉,鸞山村,10014130004
10009020-01,雲林縣,斗南鎮,東仁里,10009020001
10009020-01,雲林縣,斗南鎮,西岐里,10009020002
10009020-02,雲林縣,斗南鎮,林子里,10009020007
10009020-02,雲林縣,斗南鎮,石龜里,10009020008
10009020-02,雲林縣,斗南鎮,靖興里,10009020009
10009020-01,雲林縣,斗南鎮,南昌里,10009020003
10009020-01,雲林縣,斗南鎮,北銘里,10009020004
10009020-01,雲林縣,斗南鎮,中天里,10009020005
10008060-04,南投縣,名間鄉,埔中村,10008060019
10009020-03,雲林縣,斗南鎮,舊社里,10009020006
10008060-04,南投縣,名間鄉,崁腳村,10008060020
10008060-04,南投縣,名間鄉,新厝村,10008060021
10008060-04,南投縣,名間鄉,新光村,10008060022
10008060-01,南投縣,名間鄉,仁和村,10008060023
10008060-01,南投縣,名間鄉,東湖村,10008060008
10008060-01,南投縣,名間鄉,萬丹村,10008060009
10008060-02,南投縣,名間鄉,田仔村,10008060010
10008060-03,南投縣,名間鄉,赤水村,10008060015
10008060-03,南投縣,名間鄉,三崙村,10008060016
10008060-04,南投縣,名間鄉,松山村,10008060017
10008060-04,南投縣,名間鄉,松柏村,10008060018
10008060-02,南投縣,名間鄉,大庄村,10008060011
10008060-02,南投縣,名間鄉,廍下村,10008060012
10008060-02,南投縣,名間鄉,大坑村,10008060013
10008060-03,南投縣,名間鄉,竹圍村,10008060014
10005070-01,苗栗縣,卓蘭鎮,中街里,10005070001
10005070-04,苗栗縣,卓蘭鎮,景山里,10005070006
10005070-01,苗栗縣,卓蘭鎮,老庄里,10005070007
10005070-01,苗栗縣,卓蘭鎮,新榮里,10005070008
10005070-03,苗栗縣,卓蘭鎮,內灣里,10005070009
10005070-01,苗栗縣,卓蘭鎮,新厝里,10005070002
10005070-03,苗栗縣,卓蘭鎮,上新里,10005070003
10005070-02,苗栗縣,卓蘭鎮,豐田里,10005070004
10005070-02,苗栗縣,卓蘭鎮,西坪里,10005070005
10008020-02,南投縣,埔里鎮,泰安里,10008020033
10008020-02,南投縣,埔里鎮,北安里,10008020030
10008020-01,南投縣,埔里鎮,杷城里,10008020031
10008020-02,南投縣,埔里鎮,北梅里,10008020032
10015030-01,花蓮縣,玉里鎮,三民里,10015030014
10015030-01,花蓮縣,玉里鎮,大禹里,10015030015
10015030-02,花蓮縣,玉里鎮,觀音里,10015030010
10015030-02,花蓮縣,玉里鎮,松浦里,10015030011
10015030-02,花蓮縣,玉里鎮,春日里,10015030012
10015030-02,花蓮縣,玉里鎮,德武里,10015030013
10005020-03,苗栗縣,苑裡鎮,泰田里,10005020020
10005020-03,苗栗縣,苑裡鎮,田心里,10005020025
10005020-03,苗栗縣,苑裡鎮,上舘里,10005020021
10010090-03,嘉義縣,東石鄉,港墘村,10010090013
10005020-03,苗栗縣,苑裡鎮,玉田里,10005020022
10010090-03,嘉義縣,東石鄉,蔦松村,10010090014
10005020-02,苗栗縣,苑裡鎮,南勢里,10005020023
10010090-03,嘉義縣,東石鄉,圍潭村,10010090015
10005020-03,苗栗縣,苑裡鎮,山柑里,10005020024
10015070-02,花蓮縣,光復鄉,大豐村,10015070010
10010090-03,嘉義縣,東石鄉,洲仔村,10010090016
10015070-01,花蓮縣,光復鄉,東富村,10015070011
10015030-01,花蓮縣,玉里鎮,永昌里,10015030003
10015070-01,花蓮縣,光復鄉,西富村,10015070012
10010090-02,嘉義縣,東石鄉,下揖村,10010090010
10015030-01,花蓮縣,玉里鎮,泰昌里,10015030004
10015070-01,花蓮縣,光復鄉,南富村,10015070013
10010090-02,嘉義縣,東石鄉,頂揖村,10010090011
10015030-01,花蓮縣,玉里鎮,國武里,10015030005
10010090-02,嘉義縣,東石鄉,溪下村,10010090012
10015030-01,花蓮縣,玉里鎮,源城里,10015030006
10015030-01,花蓮縣,玉里鎮,中城里,10015030001
10015030-01,花蓮縣,玉里鎮,啟模里,10015030002
10010090-03,嘉義縣,東石鄉,東崙村,10010090017
10010090-03,嘉義縣,東石鄉,西崙村,10010090018
10010090-03,嘉義縣,東石鄉,塭仔村,10010090019
10015070-01,花蓮縣,光復鄉,北富村,10015070014
10015030-01,花蓮縣,玉里鎮,長良里,10015030007
10015030-02,花蓮縣,玉里鎮,樂合里,10015030008
10015030-02,花蓮縣,玉里鎮,東豐里,10015030009
10005060-04,苗栗縣,後龍鎮,福寧里,10005060021
10005060-04,苗栗縣,後龍鎮,中和里,10005060022
10005020-02,苗栗縣,苑裡鎮,山脚里,10005020014
10005060-04,苗栗縣,後龍鎮,南港里,10005060023
10005020-02,苗栗縣,苑裡鎮,舊社里,10005020015
10005020-02,苗栗縣,苑裡鎮,福田里,10005020016
10005020-02,苗栗縣,苑裡鎮,石鎮里,10005020017
10005020-01,苗栗縣,苑裡鎮,中正里,10005020010
10010090-01,嘉義縣,東石鄉,猿樹村,10010090002
10005020-01,苗栗縣,苑裡鎮,苑坑里,10005020011
10005060-04,苗栗縣,後龍鎮,龍坑里,10005060020
10010090-01,嘉義縣,東石鄉,型厝村,10010090003
10005020-01,苗栗縣,苑裡鎮,水坡里,10005020012
10010090-01,嘉義縣,東石鄉,塭港村,10010090004
10005020-01,苗栗縣,苑裡鎮,新復里,10005020013
10010090-02,嘉義縣,東石鄉,三家村,10010090005
10015070-01,花蓮縣,光復鄉,大安村,10015070001
10015070-01,花蓮縣,光復鄉,大華村,10015070002
10010090-01,嘉義縣,東石鄉,東石村,10010090001
10005020-02,苗栗縣,苑裡鎮,蕉埔里,10005020018
10005020-03,苗栗縣,苑裡鎮,社苓里,10005020019
10015070-02,花蓮縣,光復鄉,大全村,10015070007
10015070-02,花蓮縣,光復鄉,大興村,10015070008
10010090-02,嘉義縣,東石鄉,永屯村,10010090006
10015070-02,花蓮縣,光復鄉,大富村,10015070009
10010090-02,嘉義縣,東石鄉,海埔村,10010090007
10010090-02,嘉義縣,東石鄉,龍港村,10010090008
10015070-01,花蓮縣,光復鄉,大平村,10015070003
10010090-02,嘉義縣,東石鄉,副瀨村,10010090009
10015070-01,花蓮縣,光復鄉,大馬村,10015070004
10015070-01,花蓮縣,光復鄉,大同村,10015070005
10015070-01,花蓮縣,光復鄉,大進村,10015070006
10005060-02,苗栗縣,後龍鎮,復興里,10005060010
10005060-01,苗栗縣,後龍鎮,東明里,10005060011
10005060-03,苗栗縣,後龍鎮,大山里,10005060012
10005060-01,苗栗縣,後龍鎮,灣寶里,10005060013
10005060-03,苗栗縣,後龍鎮,水尾里,10005060018
10005060-04,苗栗縣,後龍鎮,龍津里,10005060019
10005060-01,苗栗縣,後龍鎮,海寶里,10005060014
10005060-03,苗栗縣,後龍鎮,外埔里,10005060015
10005060-03,苗栗縣,後龍鎮,海埔里,10005060016
10005060-03,苗栗縣,後龍鎮,秀水里,10005060017
10010090-03,嘉義縣,東石鄉,網寮村,10010090020
10010090-03,嘉義縣,東石鄉,掌潭村,10010090021
10010090-02,嘉義縣,東石鄉,港口村,10010090022
10010090-02,嘉義縣,東石鄉,鰲鼓村,10010090023
10009020-04,雲林縣,斗南鎮,小東里,10009020021
10009020-02,雲林縣,斗南鎮,石溪里,10009020022
10009020-01,雲林縣,斗南鎮,大同里,10009020023
10009020-03,雲林縣,斗南鎮,僑真里,10009020024
10009020-03,雲林縣,斗南鎮,新崙里,10009020020
10009020-02,雲林縣,斗南鎮,新南里,10009020010
10009020-02,雲林縣,斗南鎮,阿丹里,10009020011
10009020-02,雲林縣,斗南鎮,將軍里,10009020012
10009020-04,雲林縣,斗南鎮,東明里,10009020013
10009020-03,雲林縣,斗南鎮,埤麻里,10009020018
10009020-03,雲林縣,斗南鎮,西伯里,10009020019
10009020-04,雲林縣,斗南鎮,新光里,10009020014
10009020-04,雲林縣,斗南鎮,田頭里,10009020015
10009020-03,雲林縣,斗南鎮,明昌里,10009020016
10009020-03,雲林縣,斗南鎮,大東里,10009020017
10004060-01,新竹縣,新豐鄉,福興村,10004060001
10004060-02,新竹縣,新豐鄉,後湖村,10004060002
10004060-01,新竹縣,新豐鄉,青埔村,10004060003
10010140-01,嘉義縣,竹崎鄉,竹崎村,10010140001
10010140-01,嘉義縣,竹崎鄉,和平村,10010140002
10004060-04,新竹縣,新豐鄉,重興村,10004060008
10010140-01,嘉義縣,竹崎鄉,坑頭村,10010140003
10004060-02,新竹縣,新豐鄉,新豐村,10004060009
10004060-02,新竹縣,新豐鄉,埔和村,10004060004
10004060-01,新竹縣,新豐鄉,瑞興村,10004060005
10010140-01,嘉義縣,竹崎鄉,灣橋村,10010140008
10004060-02,新竹縣,新豐鄉,坡頭村,10004060006
10010140-02,嘉義縣,竹崎鄉,鹿滿村,10010140009
10004060-01,新竹縣,新豐鄉,中崙村,10004060007
10005150-01,苗栗縣,造橋鄉,造橋村,10005150001
10005150-02,苗栗縣,造橋鄉,平興村,10005150002
10010140-01,嘉義縣,竹崎鄉,沙坑村,10010140004
10005150-02,苗栗縣,造橋鄉,豐湖村,10005150003
10010140-01,嘉義縣,竹崎鄉,獅埜村,10010140005
10005150-03,苗栗縣,造橋鄉,大西村,10005150004
10010140-01,嘉義縣,竹崎鄉,義和村,10010140006
10010140-01,嘉義縣,竹崎鄉,義仁村,10010140007
10005150-04,苗栗縣,造橋鄉,龍昇村,10005150009
10005150-03,苗栗縣,造橋鄉,錦水村,10005150005
10005150-03,苗栗縣,造橋鄉,大龍村,10005150006
10005150-04,苗栗縣,造橋鄉,朝陽村,10005150007
10005150-04,苗栗縣,造橋鄉,談文村,10005150008
10009130-04,雲林縣,麥寮鄉,新吉村,10009130010
10009130-04,雲林縣,麥寮鄉,施厝村,10009130011
10009130-04,雲林縣,麥寮鄉,雷厝村,10009130012
10009130-02,雲林縣,麥寮鄉,中興村,10009130013
10009170-01,雲林縣,元長鄉,五塊村,10009170007
10009170-01,雲林縣,元長鄉,潭西村,10009170008
10009170-01,雲林縣,元長鄉,潭東村,10009170009
10010140-03,嘉義縣,竹崎鄉,仁壽村,10010140022
10009130-01,雲林縣,麥寮鄉,麥津村,10009130001
10010140-03,嘉義縣,竹崎鄉,中和村,10010140023
10009130-01,雲林縣,麥寮鄉,麥豐村,10009130002
10010140-03,嘉義縣,竹崎鄉,光華村,10010140024
10009170-02,雲林縣,元長鄉,龍岩村,10009170014
10009170-02,雲林縣,元長鄉,西莊村,10009170015
10010140-03,嘉義縣,竹崎鄉,復金村,10010140020
10009130-01,雲林縣,麥寮鄉,海豐村,10009130007
10009170-03,雲林縣,元長鄉,鹿北村,10009170016
10010140-03,嘉義縣,竹崎鄉,緞繻村,10010140021
10009130-02,雲林縣,麥寮鄉,三盛村,10009130008
10009170-03,雲林縣,元長鄉,鹿南村,10009170017
10009130-03,雲林縣,麥寮鄉,橋頭村,10009130009
10009170-02,雲林縣,元長鄉,客厝村,10009170010
10009170-02,雲林縣,元長鄉,卓運村,10009170011
10009130-01,雲林縣,麥寮鄉,瓦[磘]村,10009130003
10009170-02,雲林縣,元長鄉,頂寮村,10009170012
10009130-01,雲林縣,麥寮鄉,興華村,10009130004
10009170-02,雲林縣,元長鄉,下寮村,10009170013
10009130-03,雲林縣,麥寮鄉,崙後村,10009130005
10009130-02,雲林縣,麥寮鄉,後安村,10009130006
10016010-02,澎湖縣,馬公市,光明里,10016010010
10004060-04,新竹縣,新豐鄉,松林村,10004060011
10016010-03,澎湖縣,馬公市,西文里,10016010015
10004060-04,新竹縣,新豐鄉,上坑村,10004060012
10016010-03,澎湖縣,馬公市,東文里,10016010016
10004060-04,新竹縣,新豐鄉,鳳坑村,10004060013
10016010-03,澎湖縣,馬公市,案山里,10016010017
10004060-03,新竹縣,新豐鄉,忠孝村,10004060014
10016010-03,澎湖縣,馬公市,光華里,10016010018
10016010-02,澎湖縣,馬公市,朝陽里,10016010011
10016010-02,澎湖縣,馬公市,陽明里,10016010012
10010140-02,嘉義縣,竹崎鄉,內埔村,10010140011
10016010-02,澎湖縣,馬公市,重光里,10016010013
10010140-02,嘉義縣,竹崎鄉,昇平村,10010140012
10004060-03,新竹縣,新豐鄉,員山村,10004060010
10016010-02,澎湖縣,馬公市,西衛里,10016010014
10010140-02,嘉義縣,竹崎鄉,白杞村,10010140013
10010140-02,嘉義縣,竹崎鄉,桃源村,10010140014
10009170-01,雲林縣,元長鄉,子茂村,10009170003
10009170-01,雲林縣,元長鄉,後湖村,10009170004
10004060-03,新竹縣,新豐鄉,山崎村,10004060015
10009170-01,雲林縣,元長鄉,山內村,10009170005
10016010-03,澎湖縣,馬公市,前寮里,10016010019
10010140-02,嘉義縣,竹崎鄉,紫雲村,10010140010
10004060-04,新竹縣,新豐鄉,松柏村,10004060016
10009170-01,雲林縣,元長鄉,合和村,10009170006
10010140-03,嘉義縣,竹崎鄉,金獅村,10010140019
10004060-04,新竹縣,新豐鄉,崎頂村,10004060017
10009170-01,雲林縣,元長鄉,長南村,10009170001
10009170-01,雲林縣,元長鄉,長北村,10009170002
10010140-02,嘉義縣,竹崎鄉,塘興村,10010140015
10010140-02,嘉義縣,竹崎鄉,義隆村,10010140016
10010140-03,嘉義縣,竹崎鄉,龍山村,10010140017
10010140-03,嘉義縣,竹崎鄉,文峯村,10010140018
10007030-03,彰化縣,和美鎮,犁盛里,10007030022
10007030-03,彰化縣,和美鎮,中寮里,10007030023
10007030-03,彰化縣,和美鎮,中圍里,10007030024
10007030-03,彰化縣,和美鎮,糖友里,10007030025
10007030-03,彰化縣,和美鎮,竹園里,10007030020
10007030-03,彰化縣,和美鎮,新庄里,10007030021
10016010-01,澎湖縣,馬公市,中央里,10016010004
10016010-01,澎湖縣,馬公市,啟明里,10016010005
10016010-01,澎湖縣,馬公市,重慶里,10016010006
10016010-01,澎湖縣,馬公市,中興里,10016010007
10007030-04,彰化縣,和美鎮,塗厝里,10007030026
10016010-01,澎湖縣,馬公市,復興里,10016010002
10007030-04,彰化縣,和美鎮,地潭里,10007030027
10016010-01,澎湖縣,馬公市,長安里,10016010003
10007030-04,彰化縣,和美鎮,湖內里,10007030028
10007030-04,彰化縣,和美鎮,嘉寶里,10007030029
10016010-02,澎湖縣,馬公市,光復里,10016010008
10016010-02,澎湖縣,馬公市,光榮里,10016010009
10009170-03,雲林縣,元長鄉,瓦[磘]村,10009170018
10009170-03,雲林縣,元長鄉,內寮村,10009170019
10007030-02,彰化縣,和美鎮,大霞里,10007030011
10016010-04,澎湖縣,馬公市,井垵里,10016010030
10007030-02,彰化縣,和美鎮,源埤里,10007030012
10016010-04,澎湖縣,馬公市,[嵵]裡里,10016010031
10007030-02,彰化縣,和美鎮,南佃里,10007030013
10016010-04,澎湖縣,馬公市,風櫃里,10016010032
10007030-02,彰化縣,和美鎮,雅溝里,10007030014
10007030-02,彰化縣,和美鎮,鎮平里,10007030010
10007030-03,彰化縣,和美鎮,柑井里,10007030019
10016010-04,澎湖縣,馬公市,虎井里,10016010033
10009170-03,雲林縣,元長鄉,崙仔村,10009170020
10007030-02,彰化縣,和美鎮,山犁里,10007030015
10016010-04,澎湖縣,馬公市,桶盤里,10016010034
10007030-02,彰化縣,和美鎮,嘉犁里,10007030016
10007030-03,彰化縣,和美鎮,鐵山里,10007030017
10007030-02,彰化縣,和美鎮,詔安里,10007030018
10009170-03,雲林縣,元長鄉,新吉村,10009170021
10016010-03,澎湖縣,馬公市,石泉里,10016010020
10016010-03,澎湖縣,馬公市,菜園里,10016010021
10016010-04,澎湖縣,馬公市,鐵線里,10016010026
10016010-04,澎湖縣,馬公市,山水里,10016010027
10016010-04,澎湖縣,馬公市,鎖港里,10016010028
10016010-04,澎湖縣,馬公市,五德里,10016010029
10016010-03,澎湖縣,馬公市,東衛里,10016010022
10016010-03,澎湖縣,馬公市,安宅里,10016010023
10016010-03,澎湖縣,馬公市,烏崁里,10016010024
10016010-03,澎湖縣,馬公市,興仁里,10016010025
10007030-04,彰化縣,和美鎮,月眉里,10007030030
10007030-04,彰化縣,和美鎮,好修里,10007030031
10007030-02,彰化縣,和美鎮,仁愛里,10007030032
10013320-01,屏東縣,獅子鄉,楓林村,10013320001
10013320-01,屏東縣,獅子鄉,丹路村,10013320002
10013320-01,屏東縣,獅子鄉,草埔村,10013320003
10013320-01,屏東縣,獅子鄉,內文村,10013320004
10013320-02,屏東縣,獅子鄉,竹坑村,10013320005
10013320-02,屏東縣,獅子鄉,獅子村,10013320006
10013320-02,屏東縣,獅子鄉,內獅村,10013320007
10013320-02,屏東縣,獅子鄉,南世村,10013320008
10013040-02,屏東縣,恆春鎮,德和里,10013040010
10013040-04,屏東縣,恆春鎮,南灣里,10013040015
10013040-04,屏東縣,恆春鎮,墾丁里,10013040016
10004120-02,新竹縣,尖石鄉,錦屏村,10004120005
10013040-04,屏東縣,恆春鎮,鵝鑾里,10013040017
10004120-03,新竹縣,尖石鄉,玉峰村,10004120006
10004120-03,新竹縣,尖石鄉,秀巒村,10004120007
10013040-03,屏東縣,恆春鎮,龍水里,10013040011
10013040-03,屏東縣,恆春鎮,山海里,10013040012
10004120-02,新竹縣,尖石鄉,義興村,10004120001
10013040-03,屏東縣,恆春鎮,大光里,10013040013
10004120-01,新竹縣,尖石鄉,嘉樂村,10004120002
10013040-03,屏東縣,恆春鎮,水泉里,10013040014
10004120-01,新竹縣,尖石鄉,新樂村,10004120003
10004120-02,新竹縣,尖石鄉,梅花村,10004120004
10013040-04,屏東縣,恆春鎮,山腳里,10013040004
10013040-02,屏東縣,恆春鎮,網紗里,10013040005
10013040-02,屏東縣,恆春鎮,仁壽里,10013040006
10013040-02,屏東縣,恆春鎮,茄湖里,10013040007
10013040-01,屏東縣,恆春鎮,城南里,10013040001
10013040-01,屏東縣,恆春鎮,城北里,10013040002
10013040-01,屏東縣,恆春鎮,城西里,10013040003
10013040-02,屏東縣,恆春鎮,頭溝里,10013040008
10013040-02,屏東縣,恆春鎮,四溝里,10013040009
10008030-01,南投縣,草屯鎮,玉峰里,10008030001
10008030-01,南投縣,草屯鎮,炎峰里,10008030002
10008030-03,南投縣,草屯鎮,御史里,10008030007
10008030-03,南投縣,草屯鎮,新豐里,10008030008
10008030-02,南投縣,草屯鎮,碧峰里,10008030009
10008030-01,南投縣,草屯鎮,和平里,10008030003
10008030-01,南投縣,草屯鎮,敦和里,10008030004
10008030-02,南投縣,草屯鎮,山腳里,10008030005
10008030-04,南投縣,草屯鎮,富寮里,10008030006
10005090-03,苗栗縣,公館鄉,北河村,10005090019
10013170-04,屏東縣,新園鄉,五房村,10013170013
10005040-01,苗栗縣,竹南鎮,竹南里,10005040001
10013170-04,屏東縣,新園鄉,鹽埔村,10013170014
10005040-01,苗栗縣,竹南鎮,照南里,10005040002
10013170-04,屏東縣,新園鄉,共和村,10013170015
10005040-01,苗栗縣,竹南鎮,正南里,10005040003
10005040-01,苗栗縣,竹南鎮,新南里,10005040004
10013170-03,屏東縣,新園鄉,中洲村,10013170010
10013170-03,屏東縣,新園鄉,南龍村,10013170011
10013170-02,屏東縣,新園鄉,港西村,10013170012
10005040-02,苗栗縣,竹南鎮,龍鳳里,10005040009
10005040-01,苗栗縣,竹南鎮,大厝里,10005040005
10005040-02,苗栗縣,竹南鎮,營盤里,10005040006
10005040-02,苗栗縣,竹南鎮,聖福里,10005040007
10005040-02,苗栗縣,竹南鎮,竹興里,10005040008
10008030-04,南投縣,草屯鎮,坪頂里,10008030021
10008030-04,南投縣,草屯鎮,雙冬里,10008030022
10008030-04,南投縣,草屯鎮,平林里,10008030023
10008030-01,南投縣,草屯鎮,中正里,10008030024
10005090-02,苗栗縣,公館鄉,福基村,10005090008
10005090-02,苗栗縣,公館鄉,福星村,10005090009
10008030-04,南投縣,草屯鎮,土城里,10008030020
10008030-01,南投縣,草屯鎮,中山里,10008030025
10008030-01,南投縣,草屯鎮,明正里,10008030026
10008030-02,南投縣,草屯鎮,新厝里,10008030027
10005090-02,苗栗縣,公館鄉,開礦村,10005090010
10005090-03,苗栗縣,公館鄉,鶴山村,10005090015
10005090-03,苗栗縣,公館鄉,仁安村,10005090016
10005090-03,苗栗縣,公館鄉,尖山村,10005090017
10005090-03,苗栗縣,公館鄉,南河村,10005090018
10005090-02,苗栗縣,公館鄉,福德村,10005090011
10005090-03,苗栗縣,公館鄉,五谷村,10005090012
10005090-03,苗栗縣,公館鄉,玉谷村,10005090013
10005090-03,苗栗縣,公館鄉,鶴岡村,10005090014
10008030-02,南投縣,草屯鎮,碧洲里,10008030010
10008030-02,南投縣,草屯鎮,復興里,10008030011
10008030-02,南投縣,草屯鎮,上林里,10008030012
10008030-03,南投縣,草屯鎮,新庄里,10008030013
10008030-04,南投縣,草屯鎮,中原里,10008030018
10008030-04,南投縣,草屯鎮,南埔里,10008030019
10008030-03,南投縣,草屯鎮,北投里,10008030014
10015010-04,花蓮縣,花蓮市,國安里,10015010030
10008030-03,南投縣,草屯鎮,石川里,10008030015
10015010-04,花蓮縣,花蓮市,國魂里,10015010031
10008030-03,南投縣,草屯鎮,加老里,10008030016
